repeat_id,llm_backend,run_timestamp,config,prompt_id,category,requirement,expected_anchor,pred_delta,abs_error,injection_service,core_services,physical_boundary_violation,service_hallucination,gateway_misdirection,status,saturated_services,verdict,confidence,is_out_of_scope,llm_calls,llm_latency_ms
1,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-13,In_Distribution,Kiểm tra mã vận đơn chuyển phát nhanh và hiển thị lộ trình tài xế đang giao kiện hàng.,15.0,15.0,0.0,front-end,"['shipping', 'front-end']",False,False,False,WARNING,['shipping'],NEEDS_SCALING,HIGH,False,1,1032.1831703186035
1,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-14,In_Distribution,Đánh giá chất lượng vớ sau khi nhận hàng và xếp hạng mức độ hài lòng về dịch vụ giao hàng.,10.0,10.0,0.0,front-end,"['front-end', 'catalogue', 'shipping', 'user']",False,False,False,SAFE,[],CAN_DEPLOY,HIGH,False,1,1040.1430130004885
1,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-15,In_Distribution,Chọn số lượng 5 đôi vớ và bấm nút đưa vào giỏ hàng mua sắm.,15.0,15.0,0.0,front-end,"['front-end', 'carts', 'catalogue']",False,False,False,SAFE,[],CAN_DEPLOY,HIGH,False,1,1507.5061321258545
1,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-16,In_Distribution,Mở ngăn kéo giỏ hàng mini (slide-in cart) để kiểm tra danh mục hàng đã chọn trước khi checkout.,10.0,10.0,0.0,front-end,"['front-end', 'carts']",False,False,False,SAFE,[],CAN_DEPLOY,HIGH,False,1,953.6640644073486
1,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-17,In_Distribution,Tìm kiếm sản phẩm theo từ khóa 'vớ len mùa đông' và duyệt danh mục tìm kiếm.,10.0,15.0,5.0,front-end,"['front-end', 'catalogue']",False,False,False,SAFE,[],CAN_DEPLOY,HIGH,False,1,4124.690771102905
1,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-18,In_Distribution,Đăng ký thành viên mới nhận ngay email kích hoạt tài khoản người dùng.,10.0,10.0,0.0,front-end,['user'],False,False,False,SAFE,[],CAN_DEPLOY,HIGH,False,1,1061.176061630249
1,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-19,In_Distribution,Đăng nhập nhanh bằng số điện thoại và mật khẩu cá nhân.,10.0,10.0,0.0,front-end,"['front-end', 'user']",False,False,False,SAFE,[],CAN_DEPLOY,HIGH,False,1,1097.287893295288
1,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-20,In_Distribution,Xác nhận mua hàng một chạm (One-Click Buy) cho toàn bộ giỏ hàng và thanh toán tự động.,25.0,25.0,0.0,front-end,"['front-end', 'carts', 'orders', 'payment', 'user']",False,False,False,CRITICAL,"['carts', 'orders', 'payment', 'front-end']",NEEDS_SCALING,HIGH,False,1,1248.4300136566162
1,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-21,Complex_MultiHop,"Chương trình Flash Sale đếm ngược nửa đêm: áp dụng đồng thời voucher giảm sốc, kiểm tra giỏ hàng và xử lý thanh toán dồn dập.",25.0,350.0,325.0,front-end,"['carts', 'orders', 'payment', 'user']",True,False,False,CRITICAL,"['front-end', 'carts', 'orders', 'payment']",NEEDS_SCALING,HIGH,False,1,1065.129041671753
1,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-22,Complex_MultiHop,"Hệ thống đấu giá trực tiếp: người dùng đặt lệnh đấu giá, trừ tiền đặt cọc và tự động tạo đơn hàng khi thắng cuộc.",25.0,25.0,0.0,front-end,"['front-end', 'catalogue', 'carts', 'orders', 'payment', 'user', 'shipping']",False,False,False,CRITICAL,"['front-end', 'orders', 'payment', 'shipping']",NEEDS_SCALING,HIGH,False,1,1111.5601062774658
1,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-23,Complex_MultiHop,Thanh toán trả góp qua thẻ tín dụng ngân hàng với xác thực OTP và gửi thông báo vận chuyển tức thì.,25.0,25.0,0.0,front-end,"['front-end', 'orders', 'payment', 'user', 'shipping']",False,False,False,WARNING,['payment'],NEEDS_SCALING,HIGH,False,1,1306.309938430786
1,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-24,Complex_MultiHop,"Tích điểm thưởng loyalty point khi checkout: kiểm tra hồ sơ user, trừ điểm trong giỏ hàng và phát hành voucher giảm giá đơn sau.",20.0,25.0,5.0,front-end,"['carts', 'user', 'payment', 'orders']",False,False,False,WARNING,"['payment', 'user']",NEEDS_SCALING,HIGH,False,1,1068.7148571014404
1,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-25,Complex_MultiHop,"Trợ lý ảo AI mua sắm: tự động phân tích sở thích, duyệt toàn bộ catalogue và cho sản phẩm vào giỏ hàng.",30.0,35.0,5.0,front-end,"['front-end', 'catalogue', 'carts', 'user']",False,False,False,CRITICAL,"['catalogue', 'carts', 'front-end']",NEEDS_SCALING,HIGH,False,1,963.8950824737548
1,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-26,Complex_MultiHop,"Đổi trả hàng đa kênh: khách hàng gửi yêu cầu hoàn tiền cho đơn hàng cũ, hủy gói hàng và hoàn tiền ví điện tử.",15.0,18.5,3.5,front-end,"['orders', 'payment', 'shipping', 'user']",False,False,False,WARNING,"['payment', 'orders']",NEEDS_SCALING,HIGH,False,1,1106.6300868988037
1,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-27,Complex_MultiHop,"Gộp đơn hàng thông minh: kết hợp các mặt hàng từ nhiều nhà kho, điều phối hãng vận chuyển và thanh toán cước phí gom.",25.0,25.0,0.0,front-end,"['orders', 'shipping', 'payment', 'catalogue']",False,False,False,CRITICAL,"['orders', 'shipping', 'payment']",NEEDS_SCALING,HIGH,False,1,1702.887773513794
1,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-28,Complex_MultiHop,Tự động gợi ý phụ kiện và khuyến mãi chéo khi người dùng thêm sản phẩm giá trị cao vào giỏ.,30.0,15.0,15.0,front-end,"['carts', 'catalogue']",False,False,False,WARNING,['carts'],NEEDS_SCALING,HIGH,False,1,4081.3629627227783
1,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-29,Complex_MultiHop,Chương trình quà tặng kèm miễn phí tự động thêm sản phẩm khuyến mãi vào giỏ khi đơn hàng đạt hạn mức.,15.0,15.0,0.0,front-end,"['carts', 'catalogue', 'orders']",False,False,False,WARNING,"['carts', 'orders']",NEEDS_SCALING,HIGH,False,1,1245.758056640625
1,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-30,Complex_MultiHop,Hệ thống chống gian lận thẻ (Fraud Detection) quét lịch sử thanh toán của tài khoản người dùng trước khi duyệt lệnh mua hàng.,25.0,25.0,0.0,front-end,"['orders', 'payment', 'user']",False,False,False,WARNING,"['payment', 'orders']",NEEDS_SCALING,HIGH,False,1,1006.1149597167968
1,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-31,Subtle_ReadOnly,Thêm chế độ giao diện tối (Dark Mode toggle) lưu tùy chọn hiển thị vào trình duyệt của người dùng.,10.0,1.0,9.0,front-end,['front-end'],True,False,False,SAFE,[],CAN_DEPLOY,HIGH,False,1,979.356288909912
1,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-32,Subtle_ReadOnly,Hỗ trợ đa ngôn ngữ Anh - Việt trên thanh menu điều hướng và tiêu đề trang.,10.0,2.5,7.5,front-end,['front-end'],True,False,False,SAFE,[],CAN_DEPLOY,HIGH,False,1,1020.2157497406006
1,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-33,Subtle_ReadOnly,Xuất hóa đơn điện tử đơn hàng ra định dạng file PDF tĩnh để khách hàng tải về xem ngoại tuyến.,10.0,15.0,5.0,front-end,"['orders', 'shipping']",False,False,False,WARNING,['orders'],NEEDS_SCALING,HIGH,False,1,1059.1039657592771
1,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-34,Subtle_ReadOnly,Hiển thị widget câu hỏi thường gặp FAQ tĩnh giải đáp thắc mắc về chính sách vận chuyển.,15.0,1.0,14.0,front-end,['front-end'],True,False,False,SAFE,[],CAN_DEPLOY,HIGH,False,1,1101.440191268921
1,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-35,Subtle_ReadOnly,Thêm bộ lọc sắp xếp sản phẩm theo giá tăng dần hoặc giảm dần trên trang danh mục.,10.0,5.0,5.0,front-end,"['front-end', 'catalogue']",False,False,False,SAFE,[],CAN_DEPLOY,HIGH,False,1,1072.1747875213623
1,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-36,Subtle_ReadOnly,Hiển thị huy hiệu 'Bán chạy nhất' (Best Seller badge) cạnh ảnh minh họa sản phẩm.,10.0,10.0,0.0,front-end,"['front-end', 'catalogue']",False,False,False,SAFE,[],CAN_DEPLOY,HIGH,False,1,1232.084035873413
1,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-37,Subtle_ReadOnly,Xem điều khoản dịch vụ và chính sách bảo mật thông tin cá nhân của khách hàng.,10.0,5.0,5.0,front-end,"['front-end', 'user']",False,False,False,SAFE,[],CAN_DEPLOY,HIGH,False,1,1042.6759719848633
1,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-38,Subtle_ReadOnly,Kiểm tra phiên bản cập nhật hệ thống và footer bản quyền của trang thương mại điện tử.,10.0,1.5,8.5,front-end,['front-end'],True,False,False,SAFE,[],CAN_DEPLOY,HIGH,False,1,1066.6491985321045
1,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-39,Subtle_ReadOnly,Phóng to hình ảnh thu nhỏ sản phẩm khi rê chuột (hover zoom) trên trang chi tiết.,10.0,0.0,10.0,front-end,['front-end'],True,False,False,SAFE,[],CAN_DEPLOY,HIGH,False,1,1002.4290084838868
1,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-40,Subtle_ReadOnly,Xem thông tin số điện thoại tổng đài hỗ trợ và đường dây nóng chăm sóc khách hàng.,10.0,2.5,7.5,front-end,['front-end'],True,False,False,SAFE,[],CAN_DEPLOY,HIGH,False,1,1023.4229564666748
1,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-41,Adversarial_Stress,Tăng đột biến lưu lượng đặt hàng lên 1000% trong vòng 1 giây để kiểm tra giới hạn chịu tải sập hệ thống.,25.0,1000.0,975.0,front-end,"['front-end', 'orders', 'payment', 'catalogue', 'carts', 'user', 'shipping']",True,False,False,CRITICAL,"['front-end', 'orders', 'payment', 'shipping']",NEEDS_SCALING,HIGH,False,1,1114.4700050354004
1,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-42,Adversarial_Stress,Giảm tải hệ thống xuống -80% bằng cách ngắt toàn bộ luồng gọi dịch vụ cơ sở dữ liệu.,25.0,-80.0,105.0,front-end,"['catalogue', 'carts', 'orders', 'payment', 'user', 'shipping']",True,False,False,SAFE,[],CAN_DEPLOY,HIGH,False,1,1236.016035079956
1,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-43,Adversarial_Stress,Tích hợp microservice ma 'auth-crypto-blockchain' và 'inventory-warehouse-v3' vào quy trình checkout thanh toán.,25.0,35.5,10.5,front-end,"['orders', 'payment', 'carts']",False,False,False,CRITICAL,"['orders', 'payment', 'auth-crypto-blockchain']",NEEDS_SCALING,HIGH,False,1,1142.8258419036863
1,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-44,Adversarial_Stress,"Bỏ qua cổng front-end, tiêm trực tiếp 50% tải vào dịch vụ payment nội bộ bằng lời gọi gRPC ẩn.",25.0,50.0,25.0,payment,"['payment', 'orders', 'user']",False,False,True,CRITICAL,"['payment', 'orders']",NEEDS_SCALING,HIGH,False,1,1194.5581436157229
1,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-45,Adversarial_Stress,Thực hiện tấn công từ chối dịch vụ DDoS bằng hàng triệu yêu cầu áp mã giảm giá ảo đồng thời.,20.0,500.0,480.0,front-end,"['carts', 'orders', 'payment', 'catalogue']",True,False,False,CRITICAL,"['front-end', 'carts', 'orders', 'payment', 'catalogue']",NEEDS_SCALING,HIGH,False,1,1122.359037399292
1,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-46,Adversarial_Stress,Tính năng vô hình không tiêu thụ tài nguyên với delta bằng đúng 0.00001% trên tất cả dịch vụ.,10.0,1e-05,9.99999,front-end,[],True,False,False,SAFE,[],CAN_DEPLOY,HIGH,False,1,952.9738426208496
1,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-47,Adversarial_Stress,Chạy mô hình khai thác tiền ảo ẩn (Crypto Miner) tiêu thụ 500% CPU trên các container user và catalogue.,10.0,500.0,490.0,front-end,"['user', 'catalogue']",True,False,False,CRITICAL,"['user', 'catalogue', 'front-end']",NEEDS_SCALING,HIGH,False,1,915.1167869567872
1,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-48,Adversarial_Stress,Yêu cầu rỗng: '... ... !!! ??? ---' không chứa bất kỳ từ khóa ngữ nghĩa nào.,10.0,15.0,5.0,front-end,"['front-end', 'catalogue', 'carts', 'orders', 'payment', 'user', 'shipping']",False,False,False,SAFE,[],CAN_DEPLOY,MEDIUM,False,1,1095.0562953948977
1,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-49,Adversarial_Stress,Thay đổi kiến trúc tiêm tải vào nút cơ sở dữ liệu mongo-carts-db với mức tăng 200%.,15.0,200.0,185.0,front-end,['carts'],True,False,False,CRITICAL,"['carts', 'front-end']",NEEDS_SCALING,HIGH,False,1,962.4488353729248
1,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-50,Adversarial_Stress,Xóa toàn bộ người dùng khỏi cơ sở dữ liệu user và khởi động lại container shipping.,10.0,0.0,10.0,front-end,[],True,False,False,SAFE,[],CAN_DEPLOY,HIGH,False,1,1118.332862854004
2,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-01,In_Distribution,Khách hàng muốn áp dụng mã giảm giá voucher 20% tại màn hình thanh toán trước khi xác nhận đơn hàng.,20.0,20.0,0.0,front-end,"['front-end', 'carts', 'orders', 'payment']",False,False,False,WARNING,"['orders', 'payment']",NEEDS_SCALING,HIGH,False,1,1014.9519443511964
2,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-02,In_Distribution,Tích hợp tính năng gợi ý sản phẩm liên quan (You may also like) trên trang chi tiết dựa vào lịch sử xem hàng.,30.0,30.0,0.0,front-end,"['front-end', 'catalogue', 'user']",False,False,False,WARNING,"['catalogue', 'front-end']",NEEDS_SCALING,HIGH,False,1,1033.7929725646973
2,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-03,In_Distribution,Theo dõi trạng thái đơn hàng theo thời gian thực với vị trí bưu kiện và tiến độ giao hàng live shipping updates.,15.0,15.0,0.0,front-end,"['front-end', 'shipping', 'orders']",False,False,False,WARNING,['shipping'],NEEDS_SCALING,HIGH,False,1,1136.897087097168
2,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-04,In_Distribution,Cho phép người dùng để lại đánh giá sao (1-5 sao) và bình luận kèm ảnh sau khi hoàn tất mua sắm.,10.0,10.0,0.0,front-end,"['front-end', 'catalogue', 'user', 'orders']",False,False,False,SAFE,[],CAN_DEPLOY,HIGH,False,1,16637.251138687134
2,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-05,In_Distribution,Thêm sản phẩm nhanh vào giỏ hàng từ danh sách hiển thị catalogue chỉ với một nút bấm Quick Add.,15.0,15.0,0.0,front-end,"['front-end', 'catalogue', 'carts']",False,False,False,SAFE,[],CAN_DEPLOY,HIGH,False,1,994.966983795166
2,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-06,In_Distribution,Xem danh sách và chi tiết các mặt hàng trong giỏ hàng hiện tại kèm tính tổng tiền tạm tính.,10.0,10.0,0.0,front-end,"['front-end', 'carts', 'catalogue']",False,False,False,SAFE,[],CAN_DEPLOY,HIGH,False,1,980.3199768066406
2,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-07,In_Distribution,Duyệt danh mục sản phẩm vớ tất thể thao và lọc theo kích cỡ màu sắc từ danh sách catalogue.,10.0,10.0,0.0,front-end,"['front-end', 'catalogue']",False,False,False,SAFE,[],CAN_DEPLOY,HIGH,False,1,1006.3350200653076
2,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-08,In_Distribution,Khách hàng mới tạo tài khoản thành viên bằng email và mật khẩu tại trang đăng ký.,10.0,10.0,0.0,front-end,"['front-end', 'user']",False,False,False,SAFE,[],CAN_DEPLOY,HIGH,False,1,1058.0589771270752
2,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-09,In_Distribution,Đăng nhập người dùng bằng username và xác thực phiên làm việc an toàn.,10.0,10.0,0.0,front-end,"['front-end', 'user']",False,False,False,SAFE,[],CAN_DEPLOY,HIGH,False,1,950.9479999542236
2,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-10,In_Distribution,"Quy trình đặt hàng trọn gói bao gồm trừ tồn kho, tính phí vận chuyển và thanh toán thẻ tín dụng.",25.0,25.0,0.0,front-end,"['front-end', 'orders', 'catalogue', 'carts', 'shipping', 'payment', 'user']",False,False,False,CRITICAL,"['orders', 'payment', 'shipping', 'catalogue']",NEEDS_SCALING,HIGH,False,1,1227.2849082946775
2,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-11,In_Distribution,Thêm mã giảm giá sinh nhật tự động chiết khấu 15% vào hóa đơn giỏ hàng của khách hàng thân thiết.,20.0,15.0,5.0,front-end,"['carts', 'orders', 'user', 'payment']",False,False,False,WARNING,"['carts', 'orders']",NEEDS_SCALING,HIGH,False,1,1006.4749717712402
2,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-12,In_Distribution,Gợi ý các mặt hàng thường được mua cùng nhau (Frequently Bought Together) dưới nút thêm giỏ hàng.,30.0,30.0,0.0,front-end,"['front-end', 'catalogue', 'carts', 'user']",False,False,False,WARNING,"['catalogue', 'front-end']",NEEDS_SCALING,HIGH,False,1,1038.8619899749756
2,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-13,In_Distribution,Kiểm tra mã vận đơn chuyển phát nhanh và hiển thị lộ trình tài xế đang giao kiện hàng.,15.0,15.0,0.0,front-end,"['shipping', 'front-end']",False,False,False,SAFE,[],CAN_DEPLOY,HIGH,False,1,1064.8491382598877
2,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-14,In_Distribution,Đánh giá chất lượng vớ sau khi nhận hàng và xếp hạng mức độ hài lòng về dịch vụ giao hàng.,10.0,10.0,0.0,front-end,"['front-end', 'shipping', 'user']",False,False,False,SAFE,[],CAN_DEPLOY,HIGH,False,1,1561.8338584899902
2,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-15,In_Distribution,Chọn số lượng 5 đôi vớ và bấm nút đưa vào giỏ hàng mua sắm.,15.0,15.0,0.0,front-end,"['front-end', 'catalogue', 'carts']",False,False,False,SAFE,[],CAN_DEPLOY,HIGH,False,1,902.336835861206
2,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-16,In_Distribution,Mở ngăn kéo giỏ hàng mini (slide-in cart) để kiểm tra danh mục hàng đã chọn trước khi checkout.,10.0,10.0,0.0,front-end,"['front-end', 'carts']",False,False,False,SAFE,[],CAN_DEPLOY,HIGH,False,1,1234.4672679901123
2,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-17,In_Distribution,Tìm kiếm sản phẩm theo từ khóa 'vớ len mùa đông' và duyệt danh mục tìm kiếm.,10.0,15.0,5.0,front-end,"['front-end', 'catalogue']",False,False,False,SAFE,[],CAN_DEPLOY,HIGH,False,1,972.6550579071044
2,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-18,In_Distribution,Đăng ký thành viên mới nhận ngay email kích hoạt tài khoản người dùng.,10.0,10.0,0.0,front-end,['user'],False,False,False,SAFE,[],CAN_DEPLOY,HIGH,False,1,1250.887155532837
2,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-19,In_Distribution,Đăng nhập nhanh bằng số điện thoại và mật khẩu cá nhân.,10.0,10.0,0.0,front-end,"['front-end', 'user']",False,False,False,SAFE,[],CAN_DEPLOY,HIGH,False,1,1209.1782093048096
2,LIVE_gemini-flash-lite-latest,2026-09-09T17:55:13.264042,Single_LLM_Call,REQ-20,In_Distribution,Xác nhận mua hàng một chạm (One-Click Buy) cho toàn bộ giỏ hàng và thanh toán tự động.,25.0,25.0,0.0,front-end,"['front-end', 'carts', 'payment', 'orders', 'user']",False,False,False,CRITICAL,"['carts', 'payment', 'orders']",NEEDS_SCALING,HIGH,False,1,1027.7512073516846
